"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1221","verifySkillASCOrder","Surefire suite","Sat Jun 28 11:57:10 GMT 2025","failed","Sat Jun 28 11:57:12 GMT 2025","testScript.VerifyWidgetsCases","Surefire test","testScript.VerifyWidgetsCases","verifySkillASCOrder"
